episode,n_matched,energy_laugh,energy_nolaugh,base_laugh_rTPJ,base_nolaugh_rTPJ,match_laugh_rTPJ,match_nolaugh_rTPJ,base_laugh_visual_cortex,base_nolaugh_visual_cortex,match_laugh_visual_cortex,match_nolaugh_visual_cortex,base_laugh_auditory_cortex,base_nolaugh_auditory_cortex,match_laugh_auditory_cortex,match_nolaugh_auditory_cortex
s02e04b,199,9.511313756154134,6.468049071399512,0.0710892943266659,0.11865464043473818,0.08743931108778387,0.12726175595472397,0.47920850102378504,0.3891171525489596,0.4366073222692856,0.41559758506850913,0.22929472324469713,0.25294344136155483,0.2260155361347046,0.250607303508515
s02e05a,206,9.818817931048724,8.697495875279765,0.18885624026528527,0.17812863071934207,0.20094895437340285,0.15825843551287758,0.36800608979035815,0.3635391881014392,0.39302529584948087,0.3844466953828716,0.286423376090465,0.2426288779347736,0.2833177828961919,0.2648781754711274
s02e05b,223,10.44769653983292,9.971696941647679,0.12947884183292743,0.17945740463690826,0.12277480354595334,0.18982179652371314,0.4215171987238792,0.4944305376153694,0.41035317927225184,0.511238258904778,0.1885580053460707,0.306837430816099,0.19686204599571344,0.31936319843657535
s02e06a,221,13.003154616864002,11.558863088016595,0.31171344460703737,0.25343327826857004,0.31557001356064124,0.25343327826857004,0.4795546739500909,0.41877940332131347,0.4567827985544149,0.41877940332131347,0.19157551777449214,0.14809832742941018,0.17969629615779611,0.14809832742941018
s02e06b,239,9.815437443554401,9.364341495925808,0.17894899755187502,0.11435557132113806,0.16868009393062322,0.10269327167634823,0.3425822918318149,0.3004345249359777,0.34734605688125947,0.2611090843830652,0.16353323258969504,0.24283653523136042,0.17599490777870522,0.24106396461751134
s02e07a,250,9.83946911761394,10.369120556075556,0.3142625749517736,0.2722181422866176,0.31602853199789777,0.2593348581416831,0.346618880430545,0.4386450998205596,0.34533431982794144,0.4450571034388864,0.33197337756770445,0.26380969369615603,0.3376164530531054,0.2643451347384977
s02e07b,182,10.096101698682116,8.964089061986634,0.20465445242540392,0.23517436407452622,0.2058453116666978,0.254152292702121,0.5200487711134025,0.4689674091600036,0.5216562732661275,0.38123814297821806,0.23565177166961615,0.3050033794877392,0.2356053043936259,0.3203388295261969
s02e08a,207,10.265228387113174,9.516501931168817,0.12048227111576103,0.1894877694471755,0.1256773260620929,0.203072537600139,0.44421253660577964,0.4488401848313912,0.40216994604854156,0.4487464813193974,0.2293930769221313,0.1989476952786419,0.2286195653833629,0.18864634221604204
s02e08b,200,10.587404180632698,9.23859950007084,0.29113916104968474,0.2710229388391013,0.2675146379364454,0.2563437135690339,0.36094613821708416,0.4327944686100585,0.3433717878498935,0.38859709051883234,0.3094499808096207,0.33060536270207236,0.3037302519632328,0.31276732034936683
s02e09a,224,9.673459854722022,8.576488814594454,0.012474389419331246,0.08838187990320341,0.01678514146241974,0.0869934581519831,0.4998384493066659,0.5084473037971844,0.40222899135357987,0.5039930342816971,0.28273315080192835,0.19441743213141782,0.26230119787166106,0.19358979507623852
