episode,season,category,beta_rTPJ,beta_visual_cortex,beta_auditory_cortex,beta_dorsal_striatum
s03e04b,3,Logic,0.2583011383168206,0.9119070693938467,-0.4958474102964769,0.2191959995328786
s03e04b,3,Identity,1.7128513769069178,-0.29369669107729945,-0.38996504147585465,0.5948040179408218
s03e05a,3,Language,-0.8041293229100459,1.1856571959373519,-0.2568992319088006,0.433317059164173
s03e05a,3,Logic,0.6779570596812748,0.6592369832280569,-0.9831726389287679,0.3836915364026768
s03e05a,3,Identity,1.3105368438098635,0.18546764426614343,-0.9786457617164347,0.6448362943128785
s03e05b,3,Language,0.5207799725890713,1.0503263113698604,-0.6456590680359473,0.28941338729604865
s03e05b,3,Logic,0.16694592913163597,0.002517571383378251,-1.0034530510567958,0.13095962475603476
s03e06a,3,Language,0.14135271273474942,1.4881930056531667,-0.22262387405347292,0.2964904907873861
s03e06a,3,Logic,0.5473475596401496,1.1917077780513408,-0.3629523354985976,0.2278795708099726
s03e06a,3,Identity,0.3730274148311489,0.7903939812518214,-0.744756350288939,0.7523372349879339
